Location,Y_Coordinate,X_Coordinate
FISH MEMORIAL HOSPITAL,-81.2997288255538,29.02789155295086
CENFLARE INC,-80.87582786519233,28.932689595813784
GULF STATE PLASTICS INC,-81.32390438825188,29.033688220121398
JMD AUTO RECONDITIONER,-80.13583590298173,26.177782541526096
GULFSTREAM INTERNATIONAL AIRLINES INC,-80.16111368546088,26.068338069047318
AMERIJET INTERNATIONAL INC,-80.22100259222528,26.07958807001632
FLORIDA OFFSET,-80.24666926346048,25.98500471269937
FLORIDA SCREW MFG CO,-80.14398287881815,26.255932811529583
SHELTON FERRARI,-80.10969250639326,26.19967126949102
GARSIDES AIRCRAFT ENG & PARTS,-80.1715490221498,26.077603737617277
BP OIL CO #24553,-81.7198843257834,30.28812209108952
BP OIL CO #24621,-81.39781203813983,30.324296497525637
PLAS CHEM COATINGS INC,-81.7178895784422,30.3613506359375
AUTO TRAUMA,-81.39580945360194,30.28729582232607
AIR COMPRESSOR EQUIP INC,-81.65361425178807,30.31833907185511
5 SISTERS BOUTIQUE,-81.65528503008886,30.304532985772052
5 SISTERS BOUTIQUE,-81.65528503008886,30.304532985772052
J & W ENGINE SERVICE,-81.67536451062166,30.38503919867941
PHILS GARAGE,-85.4135741084622,30.82552780188071
NUMBER ONE AUTO REPAIR,-81.65162119736202,30.3716973345368
SANLANDO MACHINING INC,-81.29762731830381,28.808181694144416
WEARNES HOLLINGSWORTH CORP,-80.15123651960131,26.248765392580395
CIRCLE K #4321,-81.58250299594896,26.316949213891363
CIRCLE K #7249,-81.90500309871152,26.682227075248832
CIRCLE K #7322,-81.8527808625714,26.702782637328813
INTERNATIONAL GRAPHICS EQUIPMENT,-80.20139147301241,25.999449161666536
PEP BOYS MANNY MOE & JACK #292,-80.2502803839059,26.30139368176726
BELLSOUTH HLWDFLWH E4101,-80.21166925391412,26.008893608294184
GEORGE B WITTMER ASSOCIATES INC,-80.16694702438046,26.259727006358535
TONY AROCHA,-80.1833359120248,25.983338046406324
STARS & STRIPES DRY CLEANERS,-80.23000259289357,26.007782496105804
TOP HAT CLEANERS,-80.12270256620101,26.223904775612418
CITY SEWER CLEANERS INC,-80.28250261024401,26.110560299432933
EXXON SERVICE STATION #4-5272,-80.12447673104202,26.137010392590557
COMMERCIAL PRINTERS INC,-80.12410256689644,26.223204775177212
PALM PONTIAC INC,-80.20642467437794,26.21930818984352
PRESTIGE AUTOHAUS INC,-80.1709998011161,26.14339364352603
EAST COAST DIP N STRIP,-80.10194700769384,26.317227021609106
J & H KOAM CORP,-80.11910523094501,26.181006820442445
WESCHLER ELECTRIC INC,-80.28937206142032,26.280071009142603
AIRMARK COMPONENTS INC,-80.14361368012923,26.089726963888474
AMERICAN EXPRESS CO,-80.26150871593761,26.13018822153135
POMPANO PRECISION PRODUCTS,-80.12560256740106,26.224604776174488
PRO ACTION AUTO BODY,-80.2889846147694,26.19209676448685
VISION EASE,-80.15305812702866,26.085282518096633
"A.G. FINDINGS & MFG. CO., INC.",-80.2527803807189,26.150004754291384
TOP AUTO,-80.20416925147975,26.005671384945003
BELLSOUTH TELECOMMUNICATIONS INC,-80.20500258969017,26.164782536559578
UNIVERSAL FRAME & AUTO BODY,-80.14861368617235,26.257782561147536
GOODYEAR AUTO SERVICE CENTER,-80.20700019713163,26.00488077381053
AMERICLEAN,-80.24884320985389,26.018444637339176
BP FACILITY #10671,-80.26779305329079,26.19353873695138
BP AMOCO #7045,-80.15989813448066,26.273752065809756
MARTIN ASPHALT CO,-81.02098902468383,29.11592769176665
HALIFAX PAVING,-81.11463628152227,29.318294405256015
AUTO AIR,-80.92161399262807,29.02349406122059
RANDYS AUTO BODY,-81.06114737510939,29.280691619579
AMOCO SERVICE STATION #60134,-81.27717075865937,28.883717629977642
SUNOCO #0696-4746,-81.03454181181102,29.280005508759228
BP OIL CO #24475,-81.11430850096157,29.256911056666954
BARRETT AUTOMOTIVE SERVICE,-81.02312041770357,29.22416549607073
BRITISH AMERICAN AUTO REPAIRS INC,-81.01914986103746,29.208054936316348
GENES AUTOMOTIVE REPAIRS,-81.02333625121896,29.22111660649938
PRETTY NEAT,-80.15748657756498,26.26997178672587
JACARANDA QUALITY DRY CLEANERS,-80.27139149645186,26.1180603017801
BAERS FURNITURE CO INC,-80.1371955710717,26.247589781708324
ABERNATHYS AUTO SERVICE INC,-80.1422458746686,26.0966938264346
SUPERIOR METALLURGY PRODUCTS INC,-80.23859334697205,26.090867850791447
TRANSMISSION SPECIALISTS,-80.15000256951394,26.024726947034225
BELLSOUTH HLWDFLPE E4109,-80.26389149114792,26.009171385003363
FLORIDA DEP DSCP D067 #369502158,-81.8755078364421,26.546701042425724
HIGGINBOTHAM AUTOMOBILES INC,-81.07129848706316,29.210602435988353
P S A INTERNATIONAL INC,-80.26139004373385,25.906685803892675
FLORIDA DEP DSCP D043 #139501120,-80.27444704522276,25.8227824484781
BEST DRY CLEANERS,-80.13315150850505,25.98422599347299
LORI AL CLEANERS INC,-80.25194705124444,26.30639368262159
APEX MACHINE CO,-80.14111368077424,26.13000475144012
CIRCLE K #8717,-80.36194708030574,26.185004788506305
4126 INC,-80.212502588857,26.07639362561499
SUNOCO SERVICE STATION,-80.15000256940283,26.009171387374135
SUNOCO SERVICE STATION,-80.15000256940283,26.009171387374135
NORTHWEST REGIONAL HOSPITAL,-80.20500259184274,26.261671450267155
BROOKS AUTO SALES & BODY SHOP,-86.56524751599423,30.75297172235358
COMPUTER SCIENCE & APPLICATIONS,-86.58389220253424,30.439172179349733
STARLING DRY CLEAN EXPRESSING,-86.56425273663179,30.73383321822167
AMOCO SERVICE STATION #10599,-80.15700638236284,26.232167054794548
AMOCO SERVICE STATION #433,-80.1186297310525,26.183167904602175
ROYAL PALM,-80.1985126174846,26.25179625325989
TERRIL MOTOR MACHINE CO INC,-80.14916923567372,26.026445530387043
FLORIDA ACS CHEMICAL RESIDUE LAB,-80.12150256241581,26.080704739119255
L & S INC,-80.28440400462893,26.277468424653915
J C MARINE SERVICE INC,-80.12949456419786,26.05823073310048
DEERFIELD YACHT BASIN,-80.10250256333165,26.320004800575425
CHAMPIONS GATE GOLF RESORT,-81.63571220502826,28.273598612014183
WALGREENS #4440,-81.79806992621366,30.124227106040514
BROWARD COUNTY S BROWARD DRAINAGE DIST,-80.36232921546632,26.03908805711136
PSI PRINTING INC,-80.15510257528206,26.198804768769808
TEXACO #240211324,-80.14620257158684,26.166804761141677
MARLO ELECTRONICS INC,-80.13907887542388,26.175857124150376
TEXACO #240211377,-80.20194702877056,26.00167138449982
TEXACO #240210003,-80.20700258687748,26.05230473040261
TEXACO #240210024,-80.20198814553187,26.24356650158811
CLASSIC BOAT WORKS INC,-82.52252268576308,27.375292594253455
AFFORDABLE BODY SHOP,-85.6558834571922,30.174664952091653
THE SHERWIN-WILLIAMS CO #2221,-80.23889148729549,26.140004751952223
OSCEOLA GAZZETTE,-81.40639855623503,28.29449692845751
DUKE OF OIL,-80.28472486399697,27.276949480972416
SEABOARD DISTRIBUTION INC,-81.9720034905834,28.055405911569743
NB HANDY CO,-81.42766412619571,28.58204977485274
BATTERY WORLD,-81.45903635953506,28.638485899123147
CHROME ADDICTS LLC,-81.02936366929173,29.21710418833745
FLORIDA DEP DSCP D082 #069601962,-80.12861367925198,26.231393666722425
FLORIDA DEP #003-122,-81.63730766548423,30.350480247140585
FLORIDA DEP DSCP D044 #179600492,-87.27447915062965,30.523203759705176
ORLANDO HARLEY DAVIDSON,-81.4254752344722,28.503613644830345
"STUART WATER PLANT, CITY OF",-80.23639151412684,27.197505018228792
SOLITRON MICROWAVE,-80.21750261866443,27.150005006465623
OKALOOSA COUNTY ISLAND FIRE DEPT,-86.59963423356442,30.398229780076473
DATACOM INC,-86.66271941849611,30.423013033532794
A QUALITY ROOFING OF SW FLORIDA INC,-81.80822020923317,26.643257040333722
CYCLES OF PALM BEACH INC,-80.11278035255214,26.64194932638053
BWT BIO WASTE TECHNOLOGY CORP,-82.47532180820134,27.27627043197496
NATIONAL BODY SHOP INC,-80.2177803611482,25.773060214901417
SELECT AUTO BODY & PAINT INC,-80.1291692348891,26.22583810957194
WALGREENS #3784,-80.25009462004776,25.734903232076
EUROPEAN PAINT & BODY III,-80.08562219846291,26.374100564529076
PURITY ENVIRONMENTAL SERVICES,-82.34968645827199,27.924315453961558
BEACH STUFF STORAGE FACILITY,-81.94485893972697,26.50682244739263
MID COUNTY RECYCLING INC - MRF,-82.71565673000966,27.889255186829995
MARSHALLS BODY MASTERS,-80.61762498260616,27.997557985606974
KMART #3464,-82.49911564778674,27.236104449679907
LOOS & COMPANY INC,-81.75826151534311,26.161433365435705
B & D LAUNDRY,-82.43491919708742,29.38881172103815
COMPOSITE POLYMER SYSTEMS INC,-81.43497518607546,26.73936598903256
FLORIDA AUTO RENTAL,-81.26880852054612,28.452533081383464
DAYLIGHT ELECTRIC INC,-82.44376963031416,28.14035200459562
LIBERSKY AIRMARINE SERVICE,-80.36611378301318,27.4869495317589
CRI INC,-80.24086926647185,26.147588087319974
ALLBRIGHT ELECTROPOLISHING INC,-82.70292114287693,27.89269179979315
EAGLE CLEANERS,-80.07872795752984,26.80511300778902
ROSES CLEANER,-82.44981019070595,27.296485910654667
"BAYSHORE GOLF COURSE, CITY OF MIAMI BEACH",-80.1351533095875,25.804949447051634
WEAVER'S TIRE & AUTOMOTIVE,-82.28916735769877,27.938067597621107
419 METAL & AUTO RECYCLING CENTER INC,-81.29609359213401,28.706897086965853
MAGIC CARPET AVIATION INC,-81.33197020437113,28.42034440471188
TUSCAWILLA COUNTRY CLUB,-81.25316685652726,28.67740535793948
HILLSBOROUGH COMMUNITY COLLEGE PLANT CITY CAMPUS,-82.10375244483835,28.027157373872868
BELLSOUTH JCVLFLFC 31259,-81.58706970613272,30.366031307427473
CENZO CAR CARE INC.,-80.19785664506557,26.252404170738934
CALHOUN PRINT,-85.06436257582503,30.408875051212593
FLORIDA STEEL CORP STP,-80.46833602251267,27.017504968502685
SOUTH FLORIDA FILTER RECOVERY,-80.22487775988516,27.167862150289405
TRANSMISSION POWER FACTORY,-80.4663524939155,27.01773513518332
VALLEY CREST,-80.21783420225759,27.163524982788896
MARTIN COUNTY GOLF & COUNTRY CLUB,-80.20452883777857,27.17996970912212
ABCAR AUTO PARTS INC,-80.38333600251745,27.200005015874517
SIDNEYS WELL DRILLING,-80.38389155832049,27.20000501555636
NATIONAL REFLECTOR CORPORATION,-80.3105582016245,27.159449451668184
INDIANTOWN TIRE & SERVICE,-80.47267907900581,27.025020331207116
USCG LORSTA C JUPITER,-80.1208359210943,27.054449429448596
CONCH REPUBLIC WOODWORKS,-80.47625894825616,25.05999736073079
W P FRANKLIN LOCK & DAM,-81.69389292773148,26.720007117475117
LEE COUNTY PORT AUTHORITY,-81.88500308908533,26.52833814865181
SHELL STATION,-81.77942335911926,26.331671407805228
MIKES LAWNMOWER SMALL ENGINE PARTS,-81.74446691391032,26.704537168325786
SUTHERLIN NISSAN,-81.8699463901825,26.53943420719335
SHERWIN WILLIAMS CO,-81.94038560791928,26.62388142131118
PALOMINO LANE SITE II,-81.8060834286344,26.570497049668624
UNITED RENTALS,-81.85367813662403,26.558030073788117
DICK HILLMAN AUTO CARE,-81.8608752237169,26.625723562315503
METRO AUTO BODY INC,-81.85179724727608,26.572524494021096
UNIQUE DESIGNS,-81.95278088949132,26.63472706246401
COPELANDS PAINT & BODY WORKS,-81.51129582034932,28.669676183681933
TOUCH OF CLASS CLEANERS,-81.02975569593666,29.176661039508986
SPARTON ELECTRONICS FLORIDA INC,-81.31965300210999,29.138013800842238
MID FLORIDA SPORTSWEAR,-81.06432792806707,29.174288815851412
CIRCLE K #9753 CAR WASH,-81.29120159770298,28.91087208075569
TEXACO #240251326,-81.0324276431783,29.229495774893444
FLOMET INC,-81.28101593192643,29.056252532520723
HUNTLEY JIFFY FOOD STORES #82,-81.03804236487818,29.170714093579328
KMK CHEVRON,-80.94684716392462,28.950218486992796
S & W PAINT & BODY,-81.04163636792667,29.240834749318285
CIRCLE K #7227,-82.00264941256069,26.946188028312417
CHARLOTTE SANITATION,-82.07196662753745,26.96702989275198
MONTGOMERY WARDS AUTO #1640,-82.13244859025815,27.012952596725018
DEBRA RIDDLE,-82.2812593531526,26.92367226626578
SOUTHERN AUTOMOTIVE SPECIALTIES INC,-82.3133242239617,26.931553017784125
CHUCKS USED AUTO PARTS,-81.98626785274713,26.961078254073342
TOUCH OF QUALITY CLEANERS,-82.58661347359356,28.891874126444392
ADVANCED CIRCUIT TECHNOLOGY INC,-82.54120165522724,28.884153653590293
FACTORY TRANSMISSION SYSTEM,-82.08655974945768,29.01991694854076
SEARS,-82.10224853722414,29.189439987812435
CSX TRANSPORTATION,-82.13866990959714,29.192477681404995
PERFECTION CONNECTION,-80.38166928374402,25.162782277417858
CIRCLE K #4752,-81.94353932698627,26.49292736086281
CIRCLE K #8805,-81.99057178869927,26.618118057433552
AUTO BARN,-81.82280529673287,26.672768936599205
WEST COAST BATTERIES INC,-81.84266624689519,26.64144037231785
TRI COUNTY PRINTING,-81.74469632821992,26.61992373047754
EPT,-81.95240350077674,26.63347542362579
SUN EX & PROD CO W FELDA TRK #33,-81.41805850548414,26.41750479789997
FLORIDA DOT,-81.873336421515,26.63389373102877
FLORIDA DOT,-81.873336421515,26.63389373102877
CAPE CLEANERS,-81.95712836061149,26.562505600127043
HAPPY TIMES INC,-81.95028088905144,26.634727062526146
LAKE FAIRWAYS COUNTRY CLUB,-81.92584266259138,26.745052702213577
NAPA AUTO PARTS,-81.95472533401745,26.63472706317538
ALL STAR HELICOPTERS INC,-80.15885260405416,26.201794158638315
HOLLYWOOD STARTER & ALTERNATOR,-80.1531362380135,26.050003425440533
SUNOCO SERVICE STATION,-80.20666925241606,26.010282497302864
MOBIL OIL CORP SS #A37,-80.21000259030983,26.163338092208267
FPL DEERFIELD BEACH SERVICE CENTER,-80.11666923159598,26.23389366756539
FPL LAUDERDALE PLANT,-80.19938414093487,26.06992423517174
SUNOCO SERVICE STATION,-80.24222482088823,26.12444919277522
LAKES AUTO CENTER,-81.35444737156325,26.23333808640802
DEBARY PAINT & AUTO BODY,-81.30351687903186,28.91074707970602
ARDMORE FARMS INC,-81.30329666137737,29.068564423582004
HONDA OF DAYTONA,-80.9986751312725,29.166149926633068
BOBS SPACE RACERS INC,-81.04794931521975,29.250261612461593
MY BROTHERS CLEANERS INC,-80.29750261575715,26.1600047556431
EXPERT DIESEL,-80.21070258837946,26.076904736757353
OCEAN X - RAY SERVICE INC,-80.1402504326974,26.22599894265751
HOME DEPOT #6308,-80.2689387449713,26.1012858252888
RADIANT AEROSPACE,-80.16186602162672,26.20240421406659
HIGH SCHOOL ECH COATINGS,-80.23676759758412,26.145065753069424
CLASSIC CLEANERS,-82.16822677798908,29.16728281393676
DEEM INVESTMENT CORP,-80.11883867487157,26.149926979321954
FOUNTAIN TRUCK EQUIPMENT,-80.14250256943714,26.092104741677733
DRY CLEANER,-80.25180051743206,26.087943377157053
DISCOUNT RADIATOR INC,-80.16661057473154,26.05255173111533
PMS CONSOLIDATED INC,-80.28440261559425,26.276604786158142
SCOTTS BODY SHOP INC,-80.13684701389813,26.177388096854727
LAVIANO'S MARINE SERVICE,-80.17266132547202,25.98748252115818
STARCREST CLEANERS,-80.23240259694809,26.13690475111807
DELTA STORAGE BLDG,-80.14371556892493,26.06906173557802
ANDERSON SHUTLER CO INC,-81.8086605077596,26.388882365659185
BOB DEAN SUPPLY INC,-81.85938902902609,26.621411950571876
AUTO SPECIALTIES UNLIMITED,-81.86608636389123,26.6382915379737
POWERS RADIATOR INC,-81.86145227957314,26.630219257959784
BELLSOUTH PLNBFLTR E4417,-80.2662956071843,26.1485187534155
ROYAL PALM CITY ICE,-80.15116923578148,26.009004720746955
CUSTOM WALL & BAR DESIGNS,-80.15750257300309,26.0805602938518
INTERNATIONAL GOLF INC,-80.10555811949173,26.317227021694105
VERSATILE TOOL & DIE INC,-80.13940131997373,26.1766502636367
MAGIC CLEANERS,-80.14977068820883,26.31743702080641
DIRECT HIT INC,-80.1652651066391,26.214457717288386
BEST AUTOMOTIVE REPAIR,-80.18454121832863,25.99586677179904
COURTYARD BY MARRIOTT,-80.13750259452783,27.117227222627367
DISCOUNT BATTERY CO,-80.15807790843193,26.136784531704265
DAVIE PAINT & BODY,-80.25250260210107,26.117226968204786
DAVIE PAINT & BODY,-80.25250260210107,26.117226968204786
CARRIAGE HILL CLEANERS,-80.22805814859197,26.058060286730175
PRESTIGE CLEANERS,-80.21889147800145,25.999171383422457
PARKWAY AUTO PARTS,-80.14639146304859,26.260282562405546
HESS CORPORATION #09290,-80.13416923557953,26.1877825441632
FLORIDA DMA NATIONAL GUARD ARMORY,-80.1497759861713,26.019091528574975
WILLIAMS TANK SERVICE,-80.14000256601459,25.985004714726845
EXXON CO USA #47455,-80.18631736108549,26.165733954190124
ROB'S AUTO BODY,-80.16810257829299,26.162004758929328
TRADE GRAPHICS,-80.14976068045638,26.01217536033785
NRI SERVICE & SUPPLY L P LTD,-80.14930257612927,26.283904790781985
DOCTOR DRY CLEAN INC,-80.2333359297687,26.11806030228573
DOCTOR DRY CLEAN INC,-80.2333359297687,26.11806030228573
YOUR CLEANERS INC DRY CLEAN USA,-80.25214993464924,26.092352822797395
HANNERS CLEANERS,-80.1254764006264,26.234885418014777
PAUL'S TRANSMISSION,-80.1343563470462,26.181919570028832
AMERICAN LABORATORY ASSOCIATES INC,-80.13190256869095,26.20280477054297
KOVAC AUTOMOTIVE OF DAVIE,-80.23185348374429,26.06706562267618
CYNWYO INVESTMENT,-80.11889145255729,26.166671427904134
ENVIRO HAZ,-80.20000631264703,26.258536838258745
BROWARD COUNTY ENVIR QUALITY CONTROL,-80.1480570428576,26.103523050649414
FLORIDA DRAPERY SERVICE,-80.13600256759052,26.090204741158665
A & M 1 HOUR DRY CLEANING INC,-80.13833590240307,26.129449195647208
GDG INDUSTRIES,-80.15000256943047,26.00167138530741
SHERWIN WILLIAMS CO,-80.15000256903144,26.009449165559527
CAPITAL MOTOR PARTS INC,-80.13778034616283,26.117226970801884
SOUTHERN RACK & LADDER,-80.14305812907422,26.252782560502624
CLASSIC CLEANERS,-80.14778035193336,26.24611589225791
CHEVRON SERVICE STATION,-80.1344470130196,26.152504756943618
BROWARD COUNTY EQUIP MAINT #3,-80.16230813441994,26.25117144831837
THE HERTZ CORPORATION,-80.13639145784279,26.155282536034864
THE HERTZ CORPORATION,-80.13102953763209,26.07633204339873
NICE TOUCH,-80.14555812380591,26.039171394632266
BP OIL CO #24516,-80.09210255922659,26.308004797687488
SAVANNAH LABS SOUTH FLORIDA,-80.11528034487695,26.317227022043035
FLORIDA DEP DSCP D056 #489500380,-81.36458938502142,28.561995021570013
SHELBY CUSTOMS INC,-80.16078513291869,26.210022854350097
GULF COAST BUILDING PRODUCTS INC,-87.19191784921367,30.520648428072803
SHELL OIL COMPANY,-80.15617668718738,26.203774520845446
T SHIRTS OF FLORIDA,-80.14028034651528,26.116949192797815
MARLIN IMPORTS INC,-80.18750258304892,26.11722696948193
HOUSE OF LORRAINE,-80.14317667759799,25.985464604262095
K P C SOUTHERN INDUSTRIES INC,-80.11419837048136,26.26524542519742
BRIDGEPORT CHEMICAL CORP,-80.11530256583434,26.263504785883118
ARNST MOTORS,-80.10590747800643,26.217021690623046
PRITTS INC,-80.1699035789136,26.15467475713971
FLORIDA COACH WORKS INC,-80.1359472636044,26.183814903741123
EXXON STATION #4 - SG27,-80.1259062325143,26.166597900261994
ALL TRANSMISSION WORLD,-81.35091249593623,28.663521074570543
"EDGEWOOD, CITY",-81.37011327276673,28.47835225178519
HOLIDAY CLEANERS,-80.17880258034701,26.10670474490298
B W RECYCLING,-80.16522582344172,25.987752215088
BLUEGENE BOYS,-80.18194702712628,26.191421433102942
MAR INC,-80.14889146063814,26.120560304444965
MAR INC,-80.14889146063814,26.120560304444965
ATLANTIC CARBURETOR,-80.1288025688102,26.22420477575412
MARNI CLEANERS,-80.24444704480545,26.157782534268954
NATIONWIDE LABORATORY SERVICES INC,-80.1708955244314,26.20883910408123
DIXIE AUTO PARTS & SALVAGE,-80.09086367101027,26.334821471146157
BI LINK METAL SPECIALTIES INC,-80.12583590270437,26.300004795145426
HERTZ RENT A CAR,-80.14066923465221,26.08167140554014
THUNDERBOAT MARINA,-80.16778035359562,26.06278251197985
PUBLIX SUPER MARKETS #174,-80.2230581500017,26.16444920286276
JIFFY LUBE STORE #1189,-80.13666923621156,26.188615877543924
JIFFY LUBE STORE #752,-80.0986136712732,26.268338120665483
STRICKLAND ELECTRIC SERVICE,-80.1994470338859,26.252227003363068
UNC ACCY SERVICES FLORIDA,-80.14621645881125,26.086943629301725
SEA LAND SERVICE INC,-80.12916923216494,26.098615854854163
M & M RADIATOR & AIR CONDITIONING SERVICE,-80.80854727907057,28.59844146133677
HENRY VACHON PROPERTY,-80.4030582362701,27.41111617900496
MONIER INC,-81.86959271137597,28.046920495569502
WALGREENS #3110,-80.37089866871226,27.317438379481686
FLORIDA ROCK & TANK LINES INC,-81.54450193796102,28.560998655951675
WINSLOW & ASSOCIATES INC,-81.9947323260969,27.899730484945398
TEC PAINT & BODY,-80.23636978639789,25.910233666337568
WELAKA LANDING,-81.67416981172792,29.47944998456446
HESS CORPORATION #09446,-82.72797145318792,27.82631539384663
KID U NOT INC,-81.31581249003564,28.801036442387723
MILLWOOD MANUFACTURING,-82.01025121883231,26.916889909262107
BENEVA VILLAGE SHOPPING CENTER,-82.50009020452241,27.267903263141967
TOMMYS AUTO BODY,-81.02516125178744,29.2261171627572
MORRISON SALES SERVICE,-81.7588978113665,24.571591961792183
WHEATONS SERVICE CENTER,-80.422259544456,25.114970181525006
ATLAS EQUIPMENT,-80.17704427468227,26.13144980702096
MONROE COUNTY PUBLIC WORKS MAR SVCS,-81.04027880007945,24.732064376838668
HOLLYWOOD NISSAN BODY SHOP,-80.20778330758907,25.98875524211046
FREDS BODY WORKS,-82.76909693955089,27.893763075780043
NOELS AUTOMOTIVE,-81.35816410651267,28.60474422700743
PRO - TECH CUSTOM CABINETS,-82.67214517672454,28.379049778733766
PROFESSIONAL TOUCH CUSTOM CABINETS & FURNITURE,-82.67251406507263,28.379092834592164
SEQUEL BLOODSTOCK FARM,-82.15078202099889,29.11266205082059
BELTRAM RESTAURANT EQUIPMENT & SUP,-81.8615018074598,26.625066589956738
ERB RECYCLING OF NORTH BREVARD LLC,-80.87008896858744,28.748044274140813
WESTINGHOUSE AID,-80.28805817181653,26.278338119781875
ELITE MARBLE,-81.29408630921243,28.577483111096303
FPL JENSEN SUBSTATION,-80.31111376063004,27.26000503214373
PC & B ENVIRONMENTAL LABORATORIES,-81.20410984045367,28.618593372711427
J M STEWART,-82.45032996951475,27.317960331379407
"CARGILL JUICE AMERICA, INC",-81.5231868478302,27.64369740517242
CLASS #1 INC,-82.1681093902046,29.192985736449778
ARROW RECYCLING CORP,-80.24972484140794,26.80222714084701
NAVTECH AVIATION,-80.36503406006265,27.487625338514807
HIGHLANDS WASH N CLEAN,-81.66010525786892,30.42836090322972
WALGREENS #1600,-80.43030475506156,25.683989022079057
VAL-U-CAR,-82.32387339677628,29.667549233993494
LARRYS BODY SHOP,-82.60762692299387,29.647617416387014
FLORIDA DEP DSCP D023 #589600764,-82.53085949298969,27.34791217135209
FLORDA DEP DSCP D022 #539500448,-81.75898940071042,28.029286493868295
FLORIDA DEP DSCP D021 #529501416,-82.72200181667068,27.961151232619635
DRYCLEAN USA,-80.26591488810378,26.28674178831238
SPOT BUSTERS INC,-80.20278037067126,26.327504800473324
EVANS AUTO BODY SHOP,-80.21378167301799,27.159035204298757
CAPITAL EUROCARS BMW,-84.35588434630722,30.458025472466865
OIL FILTER REMOVAL,-87.09224674495184,30.683935801279215
H S ELECTRONICS,-80.3158359468975,25.8519491221641
BELLSOUTH PLCSFLMA44E 33017,-81.20320825962281,29.560898571904513
MARK III PAINT SHOP,-82.1526226907767,29.17089798162138
AT&T WORK CENTER KYLRFL M2646,-80.4340374086362,25.09948473253148
CHEVRON STATION #47393,-81.87222526032006,24.550282092515765
TEXACO #240210812,-81.04055835612772,24.72803215370473
BP OIL CO #24589,-81.07541289386324,24.71597448375002
FAIRFIELD INN & SUITES,-81.77644756674624,24.562761403539042
KEYS ENERGY SERVICES,-81.73404572108261,24.56302812605017
AVANTRA CORP,-81.6902807640895,24.577226547836688
KEY COLONY BEACH MARINA,-81.02389168456519,24.726393264746257
GUYS TOWING,-80.5158359859423,25.011671124893688
CORAL S & H SEAFOOD TOOMERS DRY DCK,-81.87055859253454,24.516948750930283
ALEX AUTO JUNKYARD,-81.73820577747338,24.562632098344178
CRUSH ALL WASTE,-80.23750258825461,25.75056020828512
DADE COUNTY MIAMI MACARTHUR N,-80.22903953298412,25.866590876842565
MIAMI EDISON SR HIGH SCHOOL,-80.20467138658998,25.831580952351047
SOUTH DADE SR HIGH SCHOOL,-80.45971517533616,25.503171835302673
HIALEAH INDUSTRIAL PROPERTIES,-80.29611371873794,25.821671336762403
NEW WORLD SCHOOL OF THE ARTS HIGH SCHOOL,-80.19118318659157,25.778348050283515
CAC UNITED HEALTH PLANS,-80.3000026101624,25.866671348063537
SI CUTTING SERVICE COPY ROOM,-80.27278765766958,25.895813495354776
CEMEX LLC - WIGGINS PASS,-81.79310455627787,26.294829231285284
SUPERAMERICA OF FLORIDA #8016,-81.7609234038538,26.122409438365537
PINE LAKES COUNTRY CLUB,-81.75747526419495,26.13325471952888
AMERICAN MARBLE & COUNTERTOP,-82.14267795513035,27.01698243122935
FLORIDA DEP SIS HOLLAND RD TCE,-80.870816747151,28.754424831211846
TPA POLICE PISTOL RANGE,-82.60480231211322,28.022107222291307
ANDYS AUTOMOTIVE,-82.45153707291115,28.005645638273972
TRANSWHEEL FLORIDA,-82.44589459715117,27.94700106846573
GULF COAST TOWING & SALVAGE,-82.32332986554282,26.90663317735257
ENVIROWASTE SERVICES GROUP INC,-80.08750256206847,26.470560394840962
HARDWARE IMAGINATION INC,-80.25710259614614,25.814404669200073
AIRCRAFT MODULAR PRODUCTS,-80.2553987341622,25.81139433505417
CHEVRON PRODUCTS COMPANY #202649,-80.36880818143281,25.686615745380646
CLIFFORD L SUCHMAN TRUSTEE,-80.19222479735538,25.750004653860692
STATE AUTO BODY,-80.13861368115874,26.18167143177163
JET EXHAUST,-80.20738133712001,26.06512792815244
UNIPOWER,-80.28429561489699,26.2796307869332
ABBA AUTO CENTER,-80.14887404093966,26.01938463980103
ERNESTS AUTO PAINT & COLLISION,-80.20111369124075,25.839726898639995
LEBONBERGER,-81.41051036538259,26.419640298125525
RUSS FUSS CREATIONS,-82.71925185385011,28.2749300861098
US AIR AIRLINES,-81.68342798895311,30.491370028693492
GELTECH INC,-81.19813628201481,28.58996644963043
MOBIL OIL CORP SS #JLE,-80.13194701176437,26.156949202825622
A T & T,-80.15222479295993,26.062504734557407
A T & T TECHNOLOGY SYSTEMS,-81.41390300762666,28.449505298721874
KIMS CLEANERS,-81.46792002658891,28.55336143374437
NOR AM CHEMICAL CO,-81.4137974555303,28.584016442727098
PLAZA CLEANERS,-81.58395861597864,28.55789143204435
ACE QUALITY CLEANERS,-81.37082199673223,28.51327334311468
AUTO ENGINE & REPAIR,-81.39401292143434,28.541345099706373
CUMBERLAND FARMS #0972,-81.31235342285993,28.480385419839983
AMOCO SERVICE STATION #7047,-80.29250260823837,25.89370468829091
AMOCO SERVICE STATION #954,-80.27290432257746,25.823144282032562
AMOCO SERVICE STATION #2238,-80.33404728103521,25.64772137460066
AERO PRECISION PRODUCTS INC,-80.23197720202039,25.902034135929604
IMPERIAL CLEANERS II,-80.26214148505966,25.778587992791643
LINOTYPE CO,-80.21166924791171,25.76361576794424
